text,spam
"Subject: we use to be friends  dear applicant ,  after further review upon receiving your application your current mortgage qualifies for a 3 % lower rate .  your new monthly payment will be as low as $ 340 / month for a $ 200 , 000 loan .  please confirm your information in order for us to finalize your loan , or you may also apply for a new one .  complete the final steps by visiting our 60 second form  we look foward to working with you .  thank you ,  jane barron , account manager  helian and associates , llc .  - - - - - - - - - - - - - - - - - - - - - - -  not interested - http : / / www . lending - leadersx . net / r . php ",1
"Subject: rice / enron finance seminar series  rice / enron finance seminar series participants :  we are getting ready to kick off the 2000 / 2001 enron finance seminar series  at rice university .  you can find the current schedule at http : / / www . ruf . rice . edu / ~ jgsfss / .  note that this is a new web address .  for your convenience , here are the dates and speakers lined up so far :  sept 22 jeff pontiff , u . of washington  sept 29 len mirman , u . of virginia  oct 6 charles lee , cornell  oct 13 george allayannis , darden  oct 20 william goetzmann , yale  nov 17 yacine ait - sahalia , princeton ( joint seminar with rice economics )  mar 9 paul schultz , notre dame  apr 27 luigi zingales , u . of chicago  lined up for the spring but date not yet scheduled :  tim bollerslev , duke university  matthew richardson , new york university  as changes are made to the schedule , i will notify the distribution list .  in addition , as we have done in the past , we will post the abstract and a  downloadable version of the paper ( if available ) to the website a week or  two before the seminar . the website will also provide a link to the  speaker ' s homepage so you can access his or her biographical  information . if the paper is not available at the website , i will send a  hardcopy to interested jones school faculty , to felecia jones ( economics ) ,  latha ramchand ( university of houston ) , and vince kaminski ( enron ) .  i will e - mail an announcement before each seminar , reminding you of the  seminar date , time , and location . the distribution list will include  everyone that receives this e - mail . please contact me at ostdiek @ rice . edu  if you would like to be deleted from the mailing list or if you know of  someone who should be added ( new phd students , new faculty , etc . ) .  bbo  barbara ostdiek  assistant professor of finance  jones graduate school of management  rice university  6100 main street - ms 531  houston , tx 77005 - 1892  713 - 348 - 5384 ( voice )  713 - 348 - 5251 ( fax )  ostdiek @ rice . edu  www . ruf . rice . edu / ~ ostdiek /",0
"Subject: re : message from ken rice  vince :  thanks for returning this call . i guess it helps if i provide the contact  information !  tom limperis  517 - 423 - 5617  thanks !  dorothy dalton  office of the chairman  enron broadband services  1400 smith street , eb 4505  houston , tx 77002  713 - 853 - 6724 - direct  713 - 853 - 9469 - fax  vince j kaminski @ ect  05 / 02 / 01 09 : 42 am  to : dorothy dalton / enron communications @ enron communications @ enron  cc : vince j kaminski / hou / ect @ ect , vasant shanbhogue / enron @ enronxgate  subject : re : message from ken rice  dorothy ,  no problem . please , cc - mail me  tom ' s number . one of the members of the group has a phd in  computer science and he will join me for the call .  vince  from : dorothy dalton @ enron communications on 05 / 01 / 2001 08 : 53 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : message from ken rice  vince :  ken rice received a call through a friend ' s referral from dr . tom limperis ( a  professor at the university of michigan ) . dr . limperis has developed a  statistical database management system he would like to show enron . ken  would like you to return this call on his behalf . he feels that you are  probably the only person who will understand and be able to determine if  enron should have an interest .  do you mind returning this call ? please let me know .  thanks !  dorothy dalton  office of the chairman  enron broadband services  1400 smith street , eb 4505  houston , tx 77002  713 - 853 - 6724 - direct  713 - 853 - 9469 - fax",0
Subject: claim your free $ 1000 home depot gift card .  claim your home depot gift card - a $ 1000 value . were sure you can find a use for this gift card in your area . ( ) .  by exclusiverewards  ystyxapg,1
"Subject: usa cheapest licensed pharmacy  we provide top class world wide lifestyle medications , at incredible prices .  if a man cannot choose , he ceases to be a man .  something is rotten in the state of denmark .  the structure of language determines not only thought , but reality itself .",1
"Subject: re : o  andrew ,  vince and grant from research would like to have risktrack on their pcs .  can you install it for them ?  appreciate it ,  tanya .",0
"Subject: re : time keeping  please arrange for time - keeping training for kevin moore .  thanks ,  mike roberts",0
"Subject: important : mountain top meetings scheduled for next week  fyi .  ravi .  - - - - - forwarded by ravi thuraisingham / enron communications on 03 / 06 / 00 12 : 46  pm - - - - -  jeanette busse  03 / 01 / 00 03 : 02 pm  to : dayne relihan / enron communications @ enron communications , dorn  hetzel / enron communications @ enron communications , jeanette busse / enron  communications @ enron communications , jim irvine / enron communications @ enron  communications , john bloomer / enron communications @ enron communications , john  griebling / enron communications @ enron communications , kelly williams / enron  communications @ enron communications , kenny burroughs / enron  communications @ enron communications , kevin kohnstamm / enron  communications @ enron communications , laura beneville / enron  communications @ enron communications , phil sisneros / enron communications @ enron  communications , ravi thuraisingham / enron communications @ enron communications ,  rob kolosvary / enron communications @ enron communications , scott smith / enron  communications @ enron communications , steve elliott / enron communications @ enron  communications , steve mcnear / enron communications @ enron communications , tom  huntington / enron communications @ enron communications , rebecca lynch / enron  communications @ enron communications , david cox / enron communications @ enron  communications , kenton erwin / enron communications @ enron communications  cc : john griebling / enron communications @ enron communications , sheryl  lara / enron communications @ enron communications , nicole gilson / enron  communications @ enron communications , jennifer adams / enron  communications @ enron communications  subject : important : mountain top meetings scheduled for next week  team ,  john griebling requests the following individuals return to the omni hotel at  interlocken in broomfield , co for mountain top meetings to begin at 12 : 00 pm  ( noon ) on march 7 th in the mountain top suite # 1139 . . please be prepared to  stay in broomfield co at the omni hotel through march 10 th , 3 : 00 pm .  the mountain top teams are assembled as follows :  required technical team attendance required contract negotiation team  laura beneville steve elliott  kenny burroughs john griebling  jim irvine tom huntington  dayne relihan kenton erwin  phil sisneros  rebecca lynch ( new team member ) contract negotiation team ( attendance  requested )  jeanette busse david cox  scott smith dorn hetzel  ravi thuraisingham  rob kolosvary  kelly williams ( approved by kenny burroughs )  please let me know if you have any questions , i can be reached on my cell  phone at 503 - 887 - 6397 .  best regards ,  jeanette  jeanette a . busse  project manager , strategic alliances  enron broadband services , inc . ( formerly enron communications )  2100 sw river parkway , suite 600  portland , or 97201  office : 503 . 886 . 0214 fax : 503 . 886 . 0434  email : jeanette _ busse @ enron . net",0
"Subject: visa status  i want to keep you informed about my visa status .  my current hlb visa expires on 15 th january , 2000 . my hlb visa extension  application has been submitted to ins by milenia soto , enron ' s immigration  attorney . i spoke with milenia soto yesterday and came to know that she has  not received the receipt yet , however , she told me that it is perfectly legal  to work based on the fact that application for extension has been submitted  to ins .  milenia soto has received the receipts from ins of my change of status  application package which includes submission of applications for change of  status , work permit , advanced parole and finger print . earlier , my i - 140  application was approved by ins during the first week of september , 1999 .  if you need additional information and / or want to contact milenia soto , her  phone number is ( 713 ) 522 0141 .  sincerely ,  amitava dhar",0
"Subject: no pills , no pumps - its the patch  penis growth extreme  http : / / www . xunepa . com / ss /  death is not the worst than can happen to men .  no man is demolished but by himself .  luck is what you have left over after you give 100 % .  the freedom of all is essential to my freedom .  death solves all problems . no man , no problem .",1
"Subject: need a graphic artist ? come here .  thinking of breathing new life into your business ?  start from revamping its front - endlogo and  visualidentity .  we offer creative custom desiqn of logos ,  stationery and web - sites . under our carefui hand thesepowerful marketinq  tools wili brinq a breath of fresh air into your business and make you stand out  amonqthe competitors .  you are just a ciick  away from your future success . ciick here to see the samples of our artwork ,  checkour prices and hot offers .  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: re : aiesec polska - eurolds 2000  drogi panie andrzeju ,  prosze powolac sie na mnie .  w . kaminski  andrzej wodnicki on 02 / 22 / 2000 04 : 02 : 42 pm  to : vince . j . kaminski @ enron . com  cc :  subject : re : aiesec polska - eurolds 2000  drogi panie kaminski !  bardzo przepraszam za klopot . wiem , ze jest pan niezmiernie  zajetym czlowiekiem . jednak chcialem zapytac sie pana o jeszcze  jedna kluczowa dla nas sprawe , ze wzgledy na termin naszego  wydarzenia - 7 marzec 2000 .  mianowicie , czy byloby mozliwe , aby w  rozmowie z panem astramowiczem powolac sie na pana .  wydaje mi sie , ze bardzo by nam pana nazwisko pomoglo .  bardzo liczymy na pana pomoc ,  pozdrawiam  andrzej wodnicki",0
"Subject: use this handy interest calculator to get current rate information . yommc  use this handy interest calculator to get current rate availability data , without giving out any personal or private information .  this was sent to you by an mediagroup for smartmortgageusa . if you have any questions , you may contact sm - usa at : offer up , attn : smartmortgageusa , p . o . box 78361 , san francisco , ca 94107 - 8361 . if you wish to exclude yourself from future sm - usa items please use this to go to the website and then use the choice at the bottom of the page .  wwcidawgmcln",1
"Subject: btrieve free ride ends  network world fusion focus : dave kearns on novell netware  today ' s focus : btrieve free ride ends  03 / 14 / 00  dear wincenty kaminski ,  today ' s focus : btrieve free ride ends  by dave kearns  netware has shipped with btrieve ( originally a flat - file database  system , now grown into a full - fledged relational database system ) since  the days of netware 2 some 12 years ago . many independent software  vendors have relied on this and constructed their netware applications  to use the built - in facilities btrieve afforded .  originally licensed from its creator , softcraft , novell bought btrieve  outright in the late  + 80 s , then sold it off 10 years later to some of  the original developers , now incorporated as pervasive software .  pervasive has , essentially , retired the btrieve name in favor of  "" pervasive sql 2000 , "" a true relational database system which  nevertheless still purports to support applications written to the  btrieve 6 . x specification .  a major change has been introduced in netware 5 . 1 , however . there is no  longer an unlimited - use version of the database included . novell still  uses btrieve technology for ( among other things ) its installed products  database ( sys : system \ products . dat is the file ) , but netware 5 . 1  includes only a two - user license for sql 2000 enough for the  administrator to add new products and services , but not enough for any  btrieve - based applications the network might be running .  there is an unlimited - use version of sql 2000 included , but it  , s an  evaluation version only . it will time out after 90 days . full - use  licenses may be purchased from pervasive software ( or your software  vendors may provide them ) , but unsuspecting network administrators  could be caught off - guard when applications stop working .  for the adventurous , there is an unlimited - use version of btrieve 6 . 10  included with the netware 5 . 1 distribution . but novell admits it hasn ' t  tested the software with netware 5 . 1 , it may not work , and the real  killer most current applications ( such as computer associates  arcserve ) require btrieve 6 . 15 .  check the applications you ' re using before doing that upgrade to  netware 5 . 1 , and calculate the additional costs of obtaining the  requisite number of sql 2000 licenses . then , decide if that ' s what you  want to do , or if switching to a different application is the better  choice .  to contact dave kearns :  - - - - - - - - - - - - - - - - - - - - - - -  dave kearns is the word wrangler for virtual quill , a writing agency  serving the computer and networking industries . if your target  customer doesn ' t know your product , doesn ' t know its uses and doesn ' t  know he needs it , he ' s not going to buy it . from books to reviews ,  marketing to manuals , vq can help you and your business . virtual quill  - "" words to sell by . . . "" find out more at : http : / / www . vquill . com / , or  by e - mail at mailto : info @ vquill . com .  for related links - - click here for network world ' s home page :  http : / / www . nwfusion . com  pervasive . sql  v 2000 product family sdk  understanding pervasive . sql 2000 , a white paper ( pdf )  migration guide 6 to pervasive . sql . doc  % 20 to % 20 pervasive . sql . pdf  other netware - related articles from network world :  active directory upgrade requires strong game plan , network world ,  03 / 13 / 00  microsoft exec sketches future for win 2000 , network world , 03 / 13 / 00  subscription services  to subscribe or unsubscribe to any network world e - mail newsletters ,  go to :  to change your email address , go to :  subscription questions ? contact customer service by replying to this  message .  other questions / comments  have editorial comments ? write jeff caruso , newsletter editor , at :  mailto : jcaruso @ nww . com  for advertising information , write jamie kalbach , account executive ,  at : mailto : jkalbach @ nww . com  network world fusion is part of idg . net , the idg online network .  it all starts here :  http : / / www . idg . com  copyright network world , inc . , 2000",0
"Subject: econommize more  hello , welcome to pharm crested online sho bathymetry p  - on underrate e of the leading oniine pharmaceutical shops  leaning v  podagra g  a decenniad l  blackface ll  geologize la  r innovate ac blaspheme l  i preconception sv biographical a  warily um  andmanyother .  - s imbroglio ave over 50 %  - worldwide s dupery hlpplng  - total lumping confidentiaiity  - over 5 miiiion cust jargonize omers in 130 countries  have a eyeball nice day !",1
"Subject: breaking news about cable  good day to you sir ,  do you like watching cable t . v . ?  ppv : sports , movies , adult channels , hbo , cinemax ,  starz , ondemand , ect . and the best part is you can  have all these channels with our product !  our website : filtersppv . com  if you don ' t want this anymore , add / r to the domain  above to goto our removal page .  get back to you later ,  elvin c . simon , v  projecthoneypot @ projecthoneypot . org",1
Subject: softwares cds all software under $ 15 and $ 99 !  only our software is guaranteed 100 % legal .  a waist is a terrible thing to mind .  it is impossible to say just what i mean !,1
"Subject: greetings from u . a . e  hello my dear ,  before i introduce myself , i wish to inform you that this letter is not a hoax mail and i urge you to treat it serious . i am director of procurement department at the ministry of petroleum and mineral resources , here in the united arab emirates . i obtained your email while searching for a reliable person , who could assist me in receiving transfer of a supposed contract awarded funds . this fund came as a result of over estimated contract awarded sums executed by foreign contractors in the petroleum ministry . this fund has been approved for payment to the contractor by the concerned ministry . the contracts had been executed and commissioned . what i am about to receive now , is the over estimated funds which the contractor whom i helped during the process of obtaining the contracts added to his estimation for my own interest . this is a normal deal that goes in my ministry by top officials .  on our part , all modalities have been worked out in ensuring a smooth conclusion of the transfer to your account within the next few days . all i want from you is to receive this funds on my behalf , because as government official i cannot collect the funds directly from the contractor , neither i am allowed by law to operate / run foreign bank accounts . if you are trustworthy and can assist me in receiving the fund , do not hesitate to respond back to me immediately .  please note that there is no risk involved in receiving the funds in your account for and it will be done through wire transfer . i wish you to state in percentage what you shall have for the use of your account . as soon as you indicate your interest , further details and the amount involved shall be given to you once i hear from you . please , treat with utmost confidentiality .  looking forward to hearing from you soonest .  best regards ,  engr . kaballa abdalla .  ministry of petroleum and ministry resources .  united arab emirates .",1
"Subject: impending visit july 5 - 7  vince :  i plan to be in houston on july 5 - 7 . i would like very much to get together  with you and perhaps your investment guy on friday morning on the 7 th if you  and / or he have the time or perhaps on the 5 th in the afternoon . i would  like to continue the discussions about your using marketpoint and about your  investment guy considering marketpoint if he is interested . when you see  the progress we have made , i think you will agree that it merits  consideration as a part of enrononline . com as well as a profitable  investment in its own right . it is still in the situation where it can be  provided exclusively to whomever i choose ; i have been very , very careful  how i have promoted it so that i do not get committed to a second - rate  partner .  i also have what i think is a fundamentally new , general markovian forward  optionality evaluator . i wrote my ph . d . dissertation at stanford in the  1970 s ( defended with honors ) in semi - markovian decision processes during the  heyday of that research , and i have seen direct applications in optionality  evaluation . i think you will be fascinated to see and review it . it is  presently implemented in prototype form and it could be made available to  the first large retainer client on an exclusive basis who is sufficiently  interested . if you want to be that retainer client , that would be of  interest to me .  give me a shout via return email or by my cell phone at 650 . 218 . 3069  regarding schedule . i am out of town this week but available via email or  phone at the above addresses .  i really hope we can get together that week if we possibly can . thanks very  much for considering my request , and thanks very much for being the go  between with your investment guy . i deeply appreciate it . i hope to see  you on the 5 th or 7 th .  dale nesbitt",0
Subject: confirmation of your order  this is an automatic confirmation of the request you have placed using it  central .  request number : ecth - 4 ujn 5 l  order for : mitra mujica  1 x ( option : 128 mb upgrade for deskpro en 6600 $ 63 )  1 x ( standard desktop $ 905 ) enron it purchasing  * please send all status inquiries regarding this request to :  mailto : receiving & hardware @ enron . com,0
Subject: software taking a bite out of your budget ? try oem !  want to learn how to build your own website ?  literature is news that stays news .  the reward for a thing well done is to have done it .,1
"Subject: trading limit and policy changes  vince -  here ' s a summary of what ' s going to the bod , along with updated policy . feel  free to call me if you have any questions .  regards ,  cassandra .",0
"Subject: in the heart of your business !  corporate image can say a lot of things about your  company . contemporary rhythm of life is too dynamic . sometimes it takes only  several seconds for your company to be remembered or to be iost among  competitors . get your logo , business stationery or website done right  now ! fast turnaround : you will see several iogo variants in three  business days . satisfaction guaranteed : we provide uniimited amount of  chanqes ; you can be sure : it will meet your needsand fit your  business . flexible discounts : iogo improvement , additionai formats , bulk  orders , special packages . creative design for competitive price : have a look at it right  now ! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
Subject: failed mail  your message to mxo 0 . mail . bellsouth . net was rejected .  i said :  rcpt to :  and mxo 0 . mail . bellsouth . net [ 205 . 152 . 59 . 32 ] responded with  550 invalid recipient :,1
"Subject: the garp 2001 convention  dear garp 2001 speaker  ?  just a gentle reminder that the information i requested for your  presentation at the garp 2001 convention , was due in today . can i please  have this information by friday 8 th september so that i will have adequate  time to include all the details in the brochure , which is due to go to press  very shortly .  the information that i require as soon as possible is as follows :  1 . confirmation of professional details ( including the speaker ' s name , job  title , and organisation )  2 . confirmation that the topic title is accurate and to your liking  3 . bullet points for your presentation ( up to 5 to 6 bullet points - please  as technical and detailed as possible )  4 . contact details ( including telephone numbers , fax no , colleague / pa , full  address )  ?  if you have any questions please do not hesitate to contact me , otherwise i  look forward to receiving the above information by friday 8 th september .  ?  kind regards  ?  andreas  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  andreas simou  garp 2001 - conference producer  tel ? + 44 ( 0 ) 20 7626 9301  fax + 44 ( 0 ) 20 7626 9900",0
"Subject: the penis patch is amazing  the penis patch is amazing  http : / / www . gretan . com / ss /  who can believe that there is no soul behind those luminous eyes !  nobody cares if you can ' t dance well . just get up and dance .  no man is happy who does not think himself so .  though this be madness , yet there is method in ' t .  hell has no benefits , only torture .",1
"Subject: dave d . presentation  vince ,  here it is . i did not include a slide about london . let me know if you  think it is needed .  stinson",0
"Subject: re : chicago partners  david ,  i sent a message with information to several different units but no  response so far . i think people need a specific need to focus  and i shall keep the chicago partners in mind when a relevant  project arrives . i shall resend the message with attachments on  cp in a few weeks as a reminder .  vince  vince  david _ barr @ enron . net on 03 / 01 / 2000 10 : 15 : 57 am  to : vkamins @ enron . com  cc :  subject : chicago partners  vince ,  hope this finds you well . i am sure you are more than busy but i wanted to  see  where we stand with feedback regarding me coordinating a potential  presentation  by chris culp at cp risk management .  regards ,  david",0
"Subject: levltrra , xana , merldll  hello , try this revolutionary product , cialis soft tabs .  cialis soft tabs is the new impotence treatment drug that everyone  is talking about . soft tabs acts up to 36 hours , compare this to  only two or three hours of viagra action ! the active ingredient is  tadalafil , same as in brand cialis .  want cheap cialis and other meds ?  no embarasing doctors visits !  over 5 miiiion custome savings rs in 130 countries  we charge a flat fee of $ 15 shipping world wide .  all orders will be processed and dispatched within 24 hrs . via express mail .  world delivery takes 7 - 14 days  so look here and save ! http : / / osseously . net / index . php ? cid  to be taken out , go here  7131",1
